# Reference library (divisor): control
# Comparison library (numerator): apigennin
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigennin_r1 raw countings	apigennin_r2 raw countings	control_r1 raw countings	control_r2 raw countings	salt_r1 raw countings	salt_r2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_020059.1	Protein Homology	CDS	2745021	2745398	.	+	0	ID=cds-WP_015340802.1;Parent=gene-RTCIAT899_RS13520;Dbxref=GenBank:WP_015340802.1;Name=WP_015340802.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340802.1;locus_tag=RTCIAT899_RS13520;product=DUF423 domain-containing protein;protein_id=WP_015340802.1;transl_table=11	3.0	6.5	5.5	13.5	3.0	0	3.4314699837753	-0.827333887658627	1.00859537912486	-0.820283242202132	0.412054657271843	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2745433	2745747	.	-	0	ID=cds-WP_015340803.1;Parent=gene-RTCIAT899_RS13525;Dbxref=GenBank:WP_015340803.1;Name=WP_015340803.1;Ontology_term=GO:0017000,GO:0004497,GO:0016491;gbkey=CDS;go_function=monooxygenase activity|0004497||IEA,oxidoreductase activity|0016491||IEA;go_process=antibiotic biosynthetic process|0017000||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008534456.1;locus_tag=RTCIAT899_RS13525;product=antibiotic biosynthesis monooxygenase family protein;protein_id=WP_015340803.1;transl_table=11	9.0	12.0	7.833333333333333	9.0	5.0	0	5.09661383629483	0.210339386937103	0.874355984325409	0.240564930883828	0.809892333122016	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2745766	2746044	.	-	0	ID=cds-WP_015340804.1;Parent=gene-RTCIAT899_RS13530;Dbxref=GenBank:WP_015340804.1;Name=WP_015340804.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340804.1;locus_tag=RTCIAT899_RS13530;product=hypothetical protein;protein_id=WP_015340804.1;transl_table=11	1.0	2.0	0.5	5.611111111111111	0	0	0.708985480659755	-0.144340751835365	0.983761008085945	-0.146723391808547	0.883350354429297	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2746041	2746439	.	-	0	ID=cds-WP_015340805.1;Parent=gene-RTCIAT899_RS13535;Dbxref=GenBank:WP_015340805.1;Name=WP_015340805.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017961700.1;locus_tag=RTCIAT899_RS13535;product=DUF2325 domain-containing protein;protein_id=WP_015340805.1;transl_table=11	0	2.0	0	6.5	1.0	0	0.803167855734613	-0.29617469507646	0.993753114000661	-0.298036495084898	0.765675309561592	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2746572	2747828	.	-	0	ID=cds-WP_041677630.1;Parent=gene-RTCIAT899_RS13540;Dbxref=GenBank:WP_041677630.1;Name=WP_041677630.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007689863.1;locus_tag=RTCIAT899_RS13540;product=cell envelope integrity protein TolA;protein_id=WP_041677630.1;transl_table=11	4.0	10.666666666666666	4.0	7.5	2.0277777777777777	0.5	3.03112092121745	0.225398997805441	1.05020435681523	0.214623940895627	0.830060526741151	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2747833	2748285	.	-	0	ID=cds-WP_015340807.1;Parent=gene-RTCIAT899_RS13545;Dbxref=GenBank:WP_015340807.1;Name=WP_015340807.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012652086.1;locus_tag=RTCIAT899_RS13545;product=hypothetical protein;protein_id=WP_015340807.1;transl_table=11	0	7.5	1.0	6.0	1.0	0	1.4538781862537	0.0944842654379904	1.13720165652486	0.0830848819959708	0.933784046699931	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2748477	2748650	.	+	0	ID=cds-WP_015340808.1;Parent=gene-RTCIAT899_RS13550;Dbxref=GenBank:WP_015340808.1;Name=WP_015340808.1;gbkey=CDS;gene=hemP;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004107015.1;locus_tag=RTCIAT899_RS13550;product=hemin uptake protein HemP;protein_id=WP_015340808.1;transl_table=11	3.0	6.5	0	9.5	0	0	1.57287826618933	0.129255207351719	1.11861823628301	0.115548989958552	0.908009992112146	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2748660	2749715	.	+	0	ID=cds-WP_015340809.1;Parent=gene-RTCIAT899_RS13555;Dbxref=GenBank:WP_015340809.1;Name=WP_015340809.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007689867.1;locus_tag=RTCIAT899_RS13555;product=hemin-degrading factor;protein_id=WP_015340809.1;transl_table=11	11.05119047619048	7.175000000000001	12.000000000000004	10.371323529411764	4.825000000000001	4.800000000000002	9.2551349785672	-0.277888872699228	0.809894972392226	-0.34311717219137	0.731510312912957	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2749725	2750660	.	+	0	ID=cds-WP_041677954.1;Parent=gene-RTCIAT899_RS13560;Dbxref=GenBank:WP_041677954.1;Name=WP_041677954.1;Ontology_term=GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003590634.1;locus_tag=RTCIAT899_RS13560;product=heme/hemin ABC transporter substrate-binding protein;protein_id=WP_041677954.1;transl_table=11	2.2222222222222228	6.277777777777775	2.8333333333333344	7.277777777777775	1.7777777777777783	0.5555555555555556	2.86688252194945	-0.213806184841869	1.06093129247383	-0.201526890910461	0.840286604832134	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2750680	2751771	.	+	0	ID=cds-WP_376766886.1;Parent=gene-RTCIAT899_RS13565;Dbxref=GenBank:WP_376766886.1;Name=WP_376766886.1;Ontology_term=GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340811.1;locus_tag=RTCIAT899_RS13565;product=FecCD family ABC transporter permease;protein_id=WP_376766886.1;transl_table=11	2.15	11.062637362637362	0.14285714285714285	16.2	2.1857142857142855	0	2.71919542736309	0.0228068022792262	1.1599368867235	0.0196621062234249	0.984312919784716	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2751779	2752570	.	+	0	ID=cds-WP_015340812.1;Parent=gene-RTCIAT899_RS13570;Dbxref=GenBank:WP_015340812.1;Name=WP_015340812.1;Ontology_term=GO:0005524;gbkey=CDS;go_function=ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340812.1;locus_tag=RTCIAT899_RS13570;product=heme ABC transporter ATP-binding protein;protein_id=WP_015340812.1;transl_table=11	2.0	7.5	1.2	10.0	2.0	0	2.20744633494687	0.0539378834152524	1.14986770488735	0.0469079035666425	0.962586628894774	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2752735	2753085	.	+	0	ID=cds-WP_015340813.1;Parent=gene-RTCIAT899_RS13575;Dbxref=GenBank:WP_015340813.1;Name=WP_015340813.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012652090.1;locus_tag=RTCIAT899_RS13575;product=glycine zipper domain-containing protein;protein_id=WP_015340813.1;transl_table=11	1.0	2.0	1.0	1.0	0	0	0.515463090581562	0.1322897810004	1.04310559556625	0.126823000051674	0.899080491316391	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2753095	2753499	.	+	0	ID=cds-WP_015340814.1;Parent=gene-RTCIAT899_RS13580;Dbxref=GenBank:WP_015340814.1;Name=WP_015340814.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340814.1;locus_tag=RTCIAT899_RS13580;product=hypothetical protein;protein_id=WP_015340814.1;transl_table=11	13.083333333333332	8.416666666666666	17.416666666666664	7.75	9.333333333333332	3.75	10.3772691151875	-0.345427407198081	0.817373273584811	-0.422606682113688	0.672582250511053	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2753732	2754283	.	-	0	ID=cds-WP_004107036.1;Parent=gene-RTCIAT899_RS13585;Dbxref=GenBank:WP_004107036.1;Name=WP_004107036.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004107036.1;locus_tag=RTCIAT899_RS13585;product=RNA polymerase sigma factor;protein_id=WP_004107036.1;transl_table=11	38.333333333333336	10.5	27.0	14.0	6.0	0	12.0973369009154	0.137296137926401	0.914582860403544	0.150118861691571	0.880670839134595	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2754296	2754502	.	-	0	ID=cds-WP_015340815.1;Parent=gene-RTCIAT899_RS13590;Dbxref=GenBank:WP_015340815.1;Name=WP_015340815.1;Ontology_term=GO:0016989;gbkey=CDS;go_function=sigma factor antagonist activity|0016989||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007689881.1;locus_tag=RTCIAT899_RS13590;product=NepR family anti-sigma factor;protein_id=WP_015340815.1;transl_table=11	1.0	3.5	1.0	12.0	0	0	1.44329853586891	-0.519105594260138	1.14740922460986	-0.452415392107939	0.650969760476188	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2754761	2755555	.	+	0	ID=cds-WP_015340816.1;Parent=gene-RTCIAT899_RS13595;Dbxref=GenBank:WP_015340816.1;Name=WP_015340816.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017965791.1;locus_tag=RTCIAT899_RS13595;product=response regulator;protein_id=WP_015340816.1;transl_table=11	20.0	14.0	22.0	32.5	6.0	0	10.6180062403025	-0.530238283958762	0.734693184371652	-0.721713900765596	0.470470393880522	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2755703	2756734	.	+	0	ID=cds-WP_015340817.1;Parent=gene-RTCIAT899_RS13600;Dbxref=GenBank:WP_015340817.1;Name=WP_015340817.1;Ontology_term=GO:0007165,GO:0000155,GO:0004673,GO:0005524;gbkey=CDS;go_function=phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA;go_process=signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340817.1;locus_tag=RTCIAT899_RS13600;product=sensor histidine kinase;protein_id=WP_015340817.1;transl_table=11	4.2	10.0	3.0	17.0	4.0	0	3.86195596303446	-0.240891292223412	0.994136415955318	-0.24231210964335	0.808538331195028	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2757216	2758574	.	+	0	ID=cds-WP_015340818.1;Parent=gene-RTCIAT899_RS13605;Dbxref=GenBank:WP_015340818.1;Name=WP_015340818.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017989204.1;locus_tag=RTCIAT899_RS13605;product=NAD(P)-dependent oxidoreductase;protein_id=WP_015340818.1;transl_table=11	3.0	16.0	4.537037037037037	18.61111111111111	1.0	0	4.01161960110251	-0.219252506620075	0.981816813371667	-0.223313049475226	0.823291871681553	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2758588	2759901	.	+	0	ID=cds-WP_015340819.1;Parent=gene-RTCIAT899_RS13610;Dbxref=GenBank:WP_015340819.1;Name=WP_015340819.1;Ontology_term=GO:0006210,GO:0006212,GO:0017113;gbkey=CDS;gene=preA;go_function=dihydropyrimidine dehydrogenase (NADP+) activity|0017113||IEA;go_process=thymine catabolic process|0006210||IEA,uracil catabolic process|0006212||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020051316.1;locus_tag=RTCIAT899_RS13610;product=NAD-dependent dihydropyrimidine dehydrogenase subunit PreA;protein_id=WP_015340819.1;transl_table=11	7.0	22.166666666666664	6.5	25.5	3.0	0	6.10020645703419	-0.0117030610838875	0.816188725774748	-0.0143386703519809	0.988559788318147	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2760037	2760681	.	-	0	ID=cds-WP_015340820.1;Parent=gene-RTCIAT899_RS13615;Dbxref=GenBank:WP_015340820.1;Name=WP_015340820.1;Ontology_term=GO:0045892;gbkey=CDS;go_process=negative regulation of DNA-templated transcription|0045892||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340820.1;locus_tag=RTCIAT899_RS13615;product=TetR family transcriptional regulator C-terminal domain-containing protein;protein_id=WP_015340820.1;transl_table=11	1.0	5.25	0.09090909090909091	4.333333333333333	1.0	0	1.04106413739253	0.318082823671959	1.10631937033486	0.287514466618878	0.773718426583316	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2760990	2762243	.	+	0	ID=cds-WP_041677631.1;Parent=gene-RTCIAT899_RS13620;Dbxref=GenBank:WP_041677631.1;Name=WP_041677631.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004673041.1;locus_tag=RTCIAT899_RS13620;product=Zn-dependent hydrolase;protein_id=WP_041677631.1;transl_table=11	3.25	13.0	2.0454545454545454	8.840909090909092	1.0	0	2.61172554162926	0.437546781559366	1.11046154311023	0.394022453343018	0.693564462076737	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2762292	2763746	.	+	0	ID=cds-WP_015340822.1;Parent=gene-RTCIAT899_RS13625;Dbxref=GenBank:WP_015340822.1;Name=WP_015340822.1;Ontology_term=GO:0008152,GO:0004157,GO:0005737;gbkey=CDS;gene=hydA;go_component=cytoplasm|0005737||IEA;go_function=dihydropyrimidinase activity|0004157||IEA;go_process=metabolic process|0008152||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014329282.1;locus_tag=RTCIAT899_RS13625;product=dihydropyrimidinase;protein_id=WP_015340822.1;transl_table=11	4.0	8.146464646464647	1.0	18.5	1.3333333333333333	0	2.79479103090306	-0.202769949809372	1.11603663162584	-0.181687539694801	0.855827945100555	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2763882	2764295	.	-	0	ID=cds-WP_015340823.1;Parent=gene-RTCIAT899_RS13630;Dbxref=GenBank:WP_015340823.1;Name=WP_015340823.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006465847.1;locus_tag=RTCIAT899_RS13630;product=cupin domain-containing protein;protein_id=WP_015340823.1;transl_table=11	15.1	11.0	14.0	11.0	4.0	0	6.61186532332802	-0.008819040187175	0.833428211021449	-0.0105816434703673	0.99155722760523	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2764420	2765211	.	+	0	ID=cds-WP_015340824.1;Parent=gene-RTCIAT899_RS13635;Dbxref=GenBank:WP_015340824.1;Name=WP_015340824.1;Ontology_term=GO:0006810,GO:0005215,GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=transporter activity|0005215||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=transport|0006810||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004107055.1;locus_tag=RTCIAT899_RS13635;product=ABC transporter ATP-binding protein;protein_id=WP_015340824.1;transl_table=11	0.16666666666666666	17.0	1.0	32.5	0	0	3.77990177834787	-0.460059246978276	1.16021236135549	-0.396530206281187	0.6917139288167	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2765284	2766171	.	+	0	ID=cds-WP_041677632.1;Parent=gene-RTCIAT899_RS13640;Dbxref=GenBank:WP_041677632.1;Name=WP_041677632.1;Ontology_term=GO:0005524,GO:0022857;gbkey=CDS;go_function=ATP binding|0005524||IEA,transmembrane transporter activity|0022857||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012652099.1;locus_tag=RTCIAT899_RS13640;product=ABC transporter permease;protein_id=WP_041677632.1;transl_table=11	3.0	11.0	4.5	25.0	0	0	3.63782560889799	-0.658807546042913	1.04392885200605	-0.631084718826311	0.527985132210488	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2766168	2767301	.	+	0	ID=cds-WP_041677633.1;Parent=gene-RTCIAT899_RS13645;Dbxref=GenBank:WP_041677633.1;Name=WP_041677633.1;Ontology_term=GO:0005524,GO:0022857;gbkey=CDS;go_function=ATP binding|0005524||IEA,transmembrane transporter activity|0022857||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004107058.1;locus_tag=RTCIAT899_RS13645;product=ABC transporter permease;protein_id=WP_041677633.1;transl_table=11	4.333333333333334	6.25	1.125	13.0	0	0	2.06088294714219	-0.0604038882281392	1.1641668302555	-0.0518859382163316	0.958619578861079	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2767357	2768325	.	+	0	ID=cds-WP_041677634.1;Parent=gene-RTCIAT899_RS13650;Dbxref=GenBank:WP_041677634.1;Name=WP_041677634.1;Ontology_term=GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016733921.1;locus_tag=RTCIAT899_RS13650;product=ABC transporter substrate-binding protein;protein_id=WP_041677634.1;transl_table=11	3.380952380952381	7.0	0	17.0	0.1111111111111111	0	2.14068564679362	-0.161247958709335	1.15499854001244	-0.139608798732852	0.888969088327799	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2768818	2770008	.	+	0	ID=cds-WP_015340828.1;Parent=gene-RTCIAT899_RS13655;Dbxref=GenBank:WP_015340828.1;Name=WP_015340828.1;Ontology_term=GO:0055085,GO:0022857,GO:0042802,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA,identical protein binding|0042802||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007630734.1;locus_tag=RTCIAT899_RS13655;product=efflux RND transporter periplasmic adaptor subunit;protein_id=WP_015340828.1;transl_table=11	0.5	18.142857142857142	1.0	25.566666666666666	0.25	0	3.44733212329351	-0.23341354587489	1.16387026435867	-0.200549453854729	0.841050884922534	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2770023	2773343	.	+	0	ID=cds-WP_015340829.1;Parent=gene-RTCIAT899_RS13660;Dbxref=GenBank:WP_015340829.1;Name=WP_015340829.1;Ontology_term=GO:0042908,GO:0015562,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=efflux transmembrane transporter activity|0015562||IEA,transmembrane transporter activity|0022857||IEA;go_process=xenobiotic transport|0042908||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011426533.1;locus_tag=RTCIAT899_RS13660;product=efflux RND transporter permease subunit;protein_id=WP_015340829.1;transl_table=11	6.212121212121212	39.0	4.0256410256410255	46.5	2.166666666666667	0	8.24158139676853	0.046558463485162	0.890083139018595	0.052307993988626	0.958283283757098	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2773382	2773993	.	-	0	ID=cds-WP_015340830.1;Parent=gene-RTCIAT899_RS13665;Dbxref=GenBank:WP_015340830.1;Name=WP_015340830.1;Ontology_term=GO:0019627,GO:0003924,GO:0016530,GO:0046872;gbkey=CDS;gene=ureG;go_function=GTPase activity|0003924||IEA,metallochaperone activity|0016530||IEA,metal ion binding|0046872||IEA;go_process=urea metabolic process|0019627||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340830.1;locus_tag=RTCIAT899_RS13665;product=urease accessory protein UreG;protein_id=WP_015340830.1;transl_table=11	3.0	9.5	2.0	6.076923076923077	2.0	0	2.37661056565972	0.483810482751552	1.12423932936365	0.430344740763873	0.666944885973286	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2774100	2774786	.	-	0	ID=cds-WP_015340831.1;Parent=gene-RTCIAT899_RS13670;Dbxref=GenBank:WP_015340831.1;Name=WP_015340831.1;Ontology_term=GO:0016151;gbkey=CDS;go_function=nickel cation binding|0016151||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340831.1;locus_tag=RTCIAT899_RS13670;product=urease accessory protein UreF;protein_id=WP_015340831.1;transl_table=11	1.0	3.0	3.0	1.5	1.0	0	1.1948960492404	-0.274570589850019	1.15652120945497	-0.237410769128406	0.812338135972673	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2774793	2775293	.	-	0	ID=cds-WP_015340832.1;Parent=gene-RTCIAT899_RS13675;Dbxref=GenBank:WP_015340832.1;Name=WP_015340832.1;gbkey=CDS;gene=ureE;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012652106.1;locus_tag=RTCIAT899_RS13675;product=urease accessory protein UreE;protein_id=WP_015340832.1;transl_table=11	1.0	16.5	0	12.5	0	0	2.28638978753554	0.384760830516896	1.15286429605581	0.333743383183297	0.73857320965063	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2775371	2776231	.	-	0	ID=cds-WP_015340833.1;Parent=gene-RTCIAT899_RS13680;Dbxref=GenBank:WP_015340833.1;Name=WP_015340833.1;Ontology_term=GO:0005525,GO:0046872,GO:0052621,GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;go_function=GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340833.1;locus_tag=RTCIAT899_RS13680;product=GGDEF domain-containing protein;protein_id=WP_015340833.1;transl_table=11	320.9999999999956	179.40000000000015	263.9999999999983	160.8000000000006	233.99999999999878	67.59999999999997	208.591205934362	0.0890266640579166	0.973503706070555	0.0914497433371501	0.927135237836062	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2776505	2778217	.	-	0	ID=cds-WP_015340834.1;Parent=gene-RTCIAT899_RS13685;Dbxref=GenBank:WP_015340834.1;Name=WP_015340834.1;Ontology_term=GO:0019627,GO:0009039,GO:0016151;gbkey=CDS;gene=ureC;go_function=urease activity|0009039||IEA,nickel cation binding|0016151||IEA;go_process=urea metabolic process|0019627||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018243285.1;locus_tag=RTCIAT899_RS13685;product=urease subunit alpha;protein_id=WP_015340834.1;transl_table=11	11.363636363636363	25.576923076923077	10.0	37.66666666666667	2.4999999999999996	0	8.16254981768202	-0.215648265168201	0.713858464877379	-0.302088265081011	0.762584777913027	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2778221	2778844	.	-	0	ID=cds-WP_015340835.1;Parent=gene-RTCIAT899_RS13690;Dbxref=GenBank:WP_015340835.1;Name=WP_015340835.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340835.1;locus_tag=RTCIAT899_RS13690;product=urease accessory protein;protein_id=WP_015340835.1;transl_table=11	1.0	5.5	1.5	8.1	0	0	1.48501387134065	-0.223005924621637	1.15523409820926	-0.193039596881118	0.846927957439373	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2778862	2779296	.	-	0	ID=cds-WP_015340836.1;Parent=gene-RTCIAT899_RS13695;Dbxref=GenBank:WP_015340836.1;Name=WP_015340836.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340836.1;locus_tag=RTCIAT899_RS13695;product=lysozyme inhibitor LprI family protein;protein_id=WP_015340836.1;transl_table=11	2.0	1.5	0.5	5.0	0	0	0.767174603927129	0.0648858726421387	0.999205666769771	0.0649374546202301	0.948223799039404	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2779312	2779617	.	-	0	ID=cds-WP_015340837.1;Parent=gene-RTCIAT899_RS13700;Dbxref=GenBank:WP_015340837.1;Name=WP_015340837.1;Ontology_term=GO:0043419,GO:0035550;gbkey=CDS;go_component=urease complex|0035550||IEA;go_process=urea catabolic process|0043419||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016554918.1;locus_tag=RTCIAT899_RS13700;product=urease subunit beta;protein_id=WP_015340837.1;transl_table=11	0	3.0	0.5	9.5	0	0	0.941564650101702	-0.337871000401589	0.928251938290883	-0.363986312836237	0.715868230147318	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2779628	2779882	.	-	0	ID=cds-WP_015340838.1;Parent=gene-RTCIAT899_RS13705;Dbxref=GenBank:WP_015340838.1;Name=WP_015340838.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015314509.1;locus_tag=RTCIAT899_RS13705;product=DUF1272 domain-containing protein;protein_id=WP_015340838.1;transl_table=11	0	5.5	0	4.5	0	0	0.77497294862354	0.188968214503603	0.925927986182131	0.204085217558628	0.838286905911085	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2779890	2780192	.	-	0	ID=cds-WP_015340839.1;Parent=gene-RTCIAT899_RS13710;Dbxref=GenBank:WP_015340839.1;Name=WP_015340839.1;Ontology_term=GO:0043419,GO:0009039,GO:0016151;gbkey=CDS;go_function=urease activity|0009039||IEA,nickel cation binding|0016151||IEA;go_process=urea catabolic process|0043419||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008121015.1;locus_tag=RTCIAT899_RS13710;product=urease subunit gamma;protein_id=WP_015340839.1;transl_table=11	0	4.0	0	2.0	0	0	0.470475451099866	0.250418363905278	0.916882703445311	0.27311930191757	0.784761509807324	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2780224	2781045	.	-	0	ID=cds-WP_041677635.1;Parent=gene-RTCIAT899_RS13715;Dbxref=GenBank:WP_041677635.1;Name=WP_041677635.1;Ontology_term=GO:0008152,GO:0016151;gbkey=CDS;go_function=nickel cation binding|0016151||IEA;go_process=metabolic process|0008152||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011653189.1;locus_tag=RTCIAT899_RS13715;product=urease accessory protein UreD;protein_id=WP_041677635.1;transl_table=11	0.6625000000000001	2.0	0.2	9.0	0.16666666666666666	0	0.91676479658098	-0.329108484404778	1.01650491662558	-0.323764773806796	0.746116127308324	0.999994493201698
sense	NC_020059.1	Protein Homology	CDS	2781350	2782321	.	-	0	ID=cds-WP_015340841.1;Parent=gene-RTCIAT899_RS13720;Dbxref=GenBank:WP_015340841.1;Name=WP_015340841.1;Ontology_term=GO:0016616,GO:0051287;gbkey=CDS;go_function=oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,NAD binding|0051287||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018493798.1;locus_tag=RTCIAT899_RS13720;product=2-hydroxyacid dehydrogenase;protein_id=WP_015340841.1;transl_table=11	13.0	8.5	4.0476190476190474	18.0	5.0	0	5.28668557870853	0.216558913728015	0.896441751821868	0.241576112767947	0.809108633182421	0.999994493201698
