Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigennin_r1	apigennin_r2	control_r1	control_r2	salt_r1	salt_r2
sense	NC_020059.1	Protein Homology	CDS	2566031	2566942	.	+	0	ID=cds-WP_015340632.1;Parent=gene-RTCIAT899_RS12640;Dbxref=GenBank:WP_015340632.1;Name=WP_015340632.1;Ontology_term=GO:0006779,GO:0004109;gbkey=CDS;gene=hemF;go_function=coproporphyrinogen oxidase activity|0004109||IEA;go_process=porphyrin-containing compound biosynthetic process|0006779||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012651950.1;locus_tag=RTCIAT899_RS12640;product=oxygen-dependent coproporphyrinogen oxidase;protein_id=WP_015340632.1;transl_table=11	0	15.076923076923077	1.0	20.0	0	0
sense	NC_020059.1	Protein Homology	CDS	2567127	2567405	.	+	0	ID=cds-WP_015340633.1;Parent=gene-RTCIAT899_RS12645;Dbxref=GenBank:WP_015340633.1;Name=WP_015340633.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012651951.1;locus_tag=RTCIAT899_RS12645;product=hypothetical protein;protein_id=WP_015340633.1;transl_table=11	1.0	4.0	2.0	4.0	0	0
sense	NC_020059.1	Protein Homology	CDS	2567532	2567717	.	+	0	ID=cds-WP_015340634.1;Parent=gene-RTCIAT899_RS12650;Dbxref=GenBank:WP_015340634.1;Name=WP_015340634.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010969878.1;locus_tag=RTCIAT899_RS12650;product=DUF1059 domain-containing protein;protein_id=WP_015340634.1;transl_table=11	6.0	6.0	2.0	16.0	0	0
sense	NC_020059.1	Protein Homology	CDS	2567761	2569017	.	-	0	ID=cds-WP_015340635.1;Parent=gene-RTCIAT899_RS12655;Dbxref=GenBank:WP_015340635.1;Name=WP_015340635.1;Ontology_term=GO:0008033,GO:0000049,GO:0005524,GO:0052929;gbkey=CDS;go_function=tRNA binding|0000049||IEA,ATP binding|0005524||IEA,ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity|0052929||IEA;go_process=tRNA processing|0008033||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340635.1;locus_tag=RTCIAT899_RS12655;product=CCA tRNA nucleotidyltransferase;protein_id=WP_015340635.1;transl_table=11	138.0	21.0	88.0	26.4	17.02777777777778	0
sense	NC_020059.1	Protein Homology	CDS	2569014	2569649	.	-	0	ID=cds-WP_015340636.1;Parent=gene-RTCIAT899_RS12660;Dbxref=GenBank:WP_015340636.1;Name=WP_015340636.1;Ontology_term=GO:0000287,GO:0010945;gbkey=CDS;go_function=magnesium ion binding|0000287||IEA,coenzyme A diphosphatase activity|0010945||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340636.1;locus_tag=RTCIAT899_RS12660;product=CoA pyrophosphatase;protein_id=WP_015340636.1;transl_table=11	1.4285714285714284	17.5	0.14285714285714285	14.285714285714285	0.7857142857142856	0.14285714285714285
sense	NC_020059.1	Protein Homology	CDS	2569646	2570269	.	-	0	ID=cds-WP_015340637.1;Parent=gene-RTCIAT899_RS12665;Dbxref=GenBank:WP_015340637.1;Name=WP_015340637.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018483190.1;locus_tag=RTCIAT899_RS12665;product=DUF1285 domain-containing protein;protein_id=WP_015340637.1;transl_table=11	0.5	6.5	1.2	9.0	0.5	0
sense	NC_020059.1	Protein Homology	CDS	2570437	2571450	.	+	0	ID=cds-WP_015340638.1;Parent=gene-RTCIAT899_RS12670;Dbxref=GenBank:WP_015340638.1;Name=WP_015340638.1;Ontology_term=GO:0005524,GO:0016887;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004116553.1;locus_tag=RTCIAT899_RS12670;product=AAA family ATPase;protein_id=WP_015340638.1;transl_table=11	1.0	2.0	1.0	10.5	0.2	0
sense	NC_020059.1	Protein Homology	CDS	2571477	2572397	.	+	0	ID=cds-WP_015340639.1;Parent=gene-RTCIAT899_RS12675;Dbxref=GenBank:WP_015340639.1;Name=WP_015340639.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692508.1;locus_tag=RTCIAT899_RS12675;product=DUF58 domain-containing protein;protein_id=WP_015340639.1;transl_table=11	0	6.25	0	10.5	0	0
sense	NC_020059.1	Protein Homology	CDS	2572394	2575216	.	+	0	ID=cds-WP_015340640.1;Parent=gene-RTCIAT899_RS12680;Dbxref=GenBank:WP_015340640.1;Name=WP_015340640.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003541788.1;locus_tag=RTCIAT899_RS12680;product=DUF4159 domain-containing protein;protein_id=WP_015340640.1;transl_table=11	6.247619047619048	47.0	3.6666666666666665	56.0	17.0	0
sense	NC_020059.1	Protein Homology	CDS	2575218	2577290	.	+	0	ID=cds-WP_015340641.1;Parent=gene-RTCIAT899_RS12685;Dbxref=GenBank:WP_015340641.1;Name=WP_015340641.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007631047.1;locus_tag=RTCIAT899_RS12685;product=hypothetical protein;protein_id=WP_015340641.1;transl_table=11	4.0	18.84027777777778	5.5	23.0	9.076923076923077	0
sense	NC_020059.1	Protein Homology	CDS	2577293	2577715	.	+	0	ID=cds-WP_015340642.1;Parent=gene-RTCIAT899_RS12690;Dbxref=GenBank:WP_015340642.1;Name=WP_015340642.1;Ontology_term=GO:0008080,GO:0016746;gbkey=CDS;go_function=N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340642.1;locus_tag=RTCIAT899_RS12690;product=GNAT family N-acetyltransferase;protein_id=WP_015340642.1;transl_table=11	3.0	4.0	1.6428571428571428	5.625	4.0	0
sense	NC_020059.1	Protein Homology	CDS	2577852	2578424	.	-	0	ID=cds-WP_015340643.1;Parent=gene-RTCIAT899_RS12695;Dbxref=GenBank:WP_015340643.1;Name=WP_015340643.1;Ontology_term=GO:0008080,GO:0016746;gbkey=CDS;go_function=N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692500.1;locus_tag=RTCIAT899_RS12695;product=GNAT family N-acetyltransferase;protein_id=WP_015340643.1;transl_table=11	6.000000000000001	6.5	7.0000000000000036	12.166666666666668	2.5	0.3333333333333333
sense	NC_020059.1	Protein Homology	CDS	2578777	2579766	.	+	0	ID=cds-WP_015340644.1;Parent=gene-RTCIAT899_RS12700;Dbxref=GenBank:WP_015340644.1;Name=WP_015340644.1;Ontology_term=GO:0004364,GO:0016491;gbkey=CDS;go_function=glutathione transferase activity|0004364||IEA,oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340644.1;locus_tag=RTCIAT899_RS12700;product=glutathione S-transferase family protein;protein_id=WP_015340644.1;transl_table=11	5.1000000000000005	18.11111111111111	4.2	23.0	5.625000000000001	0
sense	NC_020059.1	Protein Homology	CDS	2579782	2580273	.	-	0	ID=cds-WP_041677605.1;Parent=gene-RTCIAT899_RS12705;Dbxref=GenBank:WP_041677605.1;Name=WP_041677605.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011652982.1;locus_tag=RTCIAT899_RS12705;product=NUDIX domain-containing protein;protein_id=WP_041677605.1;transl_table=11	18.416666666666668	8.0	7.166666666666667	14.333333333333334	6.833333333333335	0
sense	NC_020059.1	Protein Homology	CDS	2580324	2581262	.	+	0	ID=cds-WP_041677606.1;Parent=gene-RTCIAT899_RS12710;Dbxref=GenBank:WP_041677606.1;Name=WP_041677606.1;Ontology_term=GO:0016787,GO:0042578,GO:0046872;gbkey=CDS;go_function=hydrolase activity|0016787||IEA,phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017994836.1;locus_tag=RTCIAT899_RS12710;product=metallophosphoesterase family protein;protein_id=WP_041677606.1;transl_table=11	11.030303030303031	29.0	8.0	58.167247386759584	9.0	0
sense	NC_020059.1	Protein Homology	CDS	2581650	2582162	.	+	0	ID=cds-WP_015340647.1;Parent=gene-RTCIAT899_RS12715;Dbxref=GenBank:WP_015340647.1;Name=WP_015340647.1;Ontology_term=GO:0006352,GO:0003677,GO:0016987;gbkey=CDS;go_function=DNA binding|0003677||IEA,sigma factor activity|0016987||IEA;go_process=DNA-templated transcription initiation|0006352||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018483183.1;locus_tag=RTCIAT899_RS12715;product=RNA polymerase sigma factor;protein_id=WP_015340647.1;transl_table=11	21.999999999999954	10.926315789473684	30.599999999999923	10.083333333333334	25.79999999999994	0
sense	NC_020059.1	Protein Homology	CDS	2582166	2583005	.	+	0	ID=cds-WP_041677607.1;Parent=gene-RTCIAT899_RS12720;Dbxref=GenBank:WP_041677607.1;Name=WP_041677607.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012758481.1;locus_tag=RTCIAT899_RS12720;product=anti-sigma factor family protein;protein_id=WP_041677607.1;transl_table=11	0	14.0	0	25.5	1.0	0
sense	NC_020059.1	Protein Homology	CDS	2583107	2583310	.	+	0	ID=cds-WP_015340649.1;Parent=gene-RTCIAT899_RS12725;Dbxref=GenBank:WP_015340649.1;Name=WP_015340649.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340649.1;locus_tag=RTCIAT899_RS12725;product=hypothetical protein;protein_id=WP_015340649.1;transl_table=11	0.3333333333333333	3.5	0	3.5	0	0
sense	NC_020059.1	Protein Homology	CDS	2583582	2585426	.	+	0	ID=cds-WP_015340650.1;Parent=gene-RTCIAT899_RS12730;Dbxref=GenBank:WP_015340650.1;Name=WP_015340650.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340650.1;locus_tag=RTCIAT899_RS12730;product=ABC transporter ATP-binding protein;protein_id=WP_015340650.1;transl_table=11	3.0434782608695654	34.0	5.0	34.0	3.111111111111111	0
sense	NC_020059.1	Protein Homology	CDS	2585497	2587203	.	-	0	ID=cds-WP_015340651.1;Parent=gene-RTCIAT899_RS12735;Dbxref=GenBank:WP_015340651.1;Name=WP_015340651.1;Ontology_term=GO:0009098,GO:0003852;gbkey=CDS;gene=leuA;go_function=2-isopropylmalate synthase activity|0003852||IEA;go_process=L-leucine biosynthetic process|0009098||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340651.1;locus_tag=RTCIAT899_RS12735;product=2-isopropylmalate synthase;protein_id=WP_015340651.1;transl_table=11	17.5	17.0	10.75	32.25	2.5	0
sense	NC_020059.1	Protein Homology	CDS	2587533	2588717	.	-	0	ID=cds-WP_015340652.1;Parent=gene-RTCIAT899_RS12740;Dbxref=GenBank:WP_015340652.1;Name=WP_015340652.1;Ontology_term=GO:0042919,GO:0042925,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=benzoate transmembrane transporter activity|0042925||IEA;go_process=benzoate transport|0042919||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340652.1;locus_tag=RTCIAT899_RS12740;product=benzoate/H(+) symporter BenE family transporter;protein_id=WP_015340652.1;transl_table=11	3.0	10.0	1.3333333333333333	10.0	0	0
sense	NC_020059.1	Protein Homology	CDS	2588916	2589701	.	+	0	ID=cds-WP_041677609.1;Parent=gene-RTCIAT899_RS12750;Dbxref=GenBank:WP_041677609.1;Name=WP_041677609.1;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004116603.1;locus_tag=RTCIAT899_RS12750;product=DeoR/GlpR family DNA-binding transcription regulator;protein_id=WP_041677609.1;transl_table=11	0	10.5	1.0	13.0	0	0
sense	NC_020059.1	Protein Homology	CDS	2589724	2590914	.	+	0	ID=cds-WP_041677940.1;Parent=gene-RTCIAT899_RS12755;Dbxref=GenBank:WP_041677940.1;Name=WP_041677940.1;Ontology_term=GO:0055085,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004116605.1;locus_tag=RTCIAT899_RS12755;product=MFS transporter;protein_id=WP_041677940.1;transl_table=11	4.666666666666667	11.5	4.7	14.5	3.0	0
sense	NC_020059.1	Protein Homology	CDS	2590880	2591263	.	+	0	ID=cds-WP_015340655.1;Parent=gene-RTCIAT899_RS12760;Dbxref=GenBank:WP_015340655.1;Name=WP_015340655.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340655.1;locus_tag=RTCIAT899_RS12760;product=VOC family protein;protein_id=WP_015340655.1;transl_table=11	2.5	2.833333333333333	1.5	5.0	0	0
sense	NC_020059.1	Protein Homology	CDS	2591463	2592050	.	-	0	ID=cds-WP_015340656.1;Parent=gene-RTCIAT899_RS12765;Dbxref=GenBank:WP_015340656.1;Name=WP_015340656.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017965367.1;locus_tag=RTCIAT899_RS12765;product=ATP-dependent Clp protease proteolytic subunit;protein_id=WP_015340656.1;transl_table=11	1.0	7.0	1.0	10.0	2.0	0
sense	NC_020059.1	Protein Homology	CDS	2592282	2593094	.	+	0	ID=cds-WP_015340657.1;Parent=gene-RTCIAT899_RS12770;Dbxref=GenBank:WP_015340657.1;Name=WP_015340657.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340657.1;locus_tag=RTCIAT899_RS12770;product=DUF2076 domain-containing protein;protein_id=WP_015340657.1;transl_table=11	0	10.142857142857142	2.0344827586206895	14.0	2.0	0
sense	NC_020059.1	Protein Homology	CDS	2593154	2593618	.	-	0	ID=cds-WP_015340658.1;Parent=gene-RTCIAT899_RS12775;Dbxref=GenBank:WP_015340658.1;Name=WP_015340658.1;Ontology_term=GO:0008616,GO:0033739,GO:0046857,GO:0005737;gbkey=CDS;gene=queF;go_component=cytoplasm|0005737||IEA;go_function=preQ1 synthase activity|0033739||IEA,oxidoreductase activity%2C acting on other nitrogenous compounds as donors%2C with NAD or NADP as acceptor|0046857||IEA;go_process=queuosine biosynthetic process|0008616||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012651975.1;locus_tag=RTCIAT899_RS12775;product=preQ(1) synthase;protein_id=WP_015340658.1;transl_table=11	30.5	5.0	13.5	11.0	8.0	0
sense	NC_020059.1	Protein Homology	CDS	2593620	2594534	.	-	0	ID=cds-WP_015340659.1;Parent=gene-RTCIAT899_RS12780;Dbxref=GenBank:WP_015340659.1;Name=WP_015340659.1;Ontology_term=GO:0006812,GO:0055085,GO:0008324,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=monoatomic cation transmembrane transporter activity|0008324||IEA;go_process=monoatomic cation transport|0006812||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012651976.1;locus_tag=RTCIAT899_RS12780;product=cation diffusion facilitator family transporter;protein_id=WP_015340659.1;transl_table=11	5.5	13.11111111111111	4.611111111111111	17.166666666666664	5.0	0
sense	NC_020059.1	GeneMarkS-2+	CDS	2594680	2594937	.	-	0	ID=cds-WP_135488207.1;Parent=gene-RTCIAT899_RS33075;Dbxref=GenBank:WP_135488207.1;Name=WP_135488207.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS33075;product=hypothetical protein;protein_id=WP_135488207.1;transl_table=11	2.0	5.0	0	10.0	2.0	0
sense	NC_020059.1	Protein Homology	CDS	2594936	2595676	.	+	0	ID=cds-WP_244441413.1;Parent=gene-RTCIAT899_RS12785;Dbxref=GenBank:WP_244441413.1;Name=WP_244441413.1;Ontology_term=GO:0009236,GO:0032363,GO:0016722;gbkey=CDS;gene=bluB;go_function=oxidoreductase activity%2C acting on metal ions|0016722||IEA;go_process=cobalamin biosynthetic process|0009236||IEA,FMN catabolic process|0032363||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004116612.1;locus_tag=RTCIAT899_RS12785;product=5%2C6-dimethylbenzimidazole synthase;protein_id=WP_244441413.1;transl_table=11	8.25	12.0	11.7	13.0	1.5214285714285714	0
sense	NC_020059.1	Protein Homology	CDS	2595716	2596351	.	-	0	ID=cds-WP_015340661.1;Parent=gene-RTCIAT899_RS12790;Dbxref=GenBank:WP_015340661.1;Name=WP_015340661.1;Ontology_term=GO:0046677;gbkey=CDS;go_process=response to antibiotic|0046677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340661.1;locus_tag=RTCIAT899_RS12790;product=glyoxalase superfamily protein;protein_id=WP_015340661.1;transl_table=11	3.0	10.5	1.0	10.5	0	0
sense	NC_020059.1	Protein Homology	CDS	2596470	2597273	.	-	0	ID=cds-WP_015340662.1;Parent=gene-RTCIAT899_RS12795;Dbxref=GenBank:WP_015340662.1;Name=WP_015340662.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340662.1;locus_tag=RTCIAT899_RS12795;product=TIGR02117 family protein;protein_id=WP_015340662.1;transl_table=11	1.2	15.5	2.0	20.7	3.0	0
sense	NC_020059.1	Protein Homology	CDS	2597308	2599497	.	-	0	ID=cds-WP_015340663.1;Parent=gene-RTCIAT899_RS12800;Dbxref=GenBank:WP_015340663.1;Name=WP_015340663.1;Ontology_term=GO:0000162,GO:0004049;gbkey=CDS;go_function=anthranilate synthase activity|0004049||IEA;go_process=L-tryptophan biosynthetic process|0000162||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012758490.1;locus_tag=RTCIAT899_RS12800;product=anthranilate synthase;protein_id=WP_015340663.1;transl_table=11	6.194444444444442	16.333333333333336	2.194444444444445	30.166666666666664	4.277777777777777	0.1111111111111111
sense	NC_020059.1	Protein Homology	CDS	2599716	2600609	.	-	0	ID=cds-WP_161624404.1;Parent=gene-RTCIAT899_RS12805;Dbxref=GenBank:WP_161624404.1;Name=WP_161624404.1;Ontology_term=GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;inference=COORDINATES: protein motif:HMM:NF017470.6;locus_tag=RTCIAT899_RS12805;product=DUF805 domain-containing protein;protein_id=WP_161624404.1;transl_table=11	34.5	38.0	33.642857142857146	33.5	8.0	0
sense	NC_020059.1	Protein Homology	CDS	2600730	2602253	.	-	0	ID=cds-WP_015340664.1;Parent=gene-RTCIAT899_RS12815;Dbxref=GenBank:WP_015340664.1;Name=WP_015340664.1;Ontology_term=GO:0005524,GO:0016887;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012651979.1;locus_tag=RTCIAT899_RS12815;product=ABC-F family ATP-binding cassette domain-containing protein;protein_id=WP_015340664.1;transl_table=11	11.5	10.0	7.5	14.0	0	0
sense	NC_020059.1	Protein Homology	CDS	2602672	2604927	.	-	0	ID=cds-WP_015340665.1;Parent=gene-RTCIAT899_RS12820;Dbxref=GenBank:WP_015340665.1;Name=WP_015340665.1;Ontology_term=GO:0055085,GO:0022857,GO:0019867;gbkey=CDS;go_component=outer membrane|0019867||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340665.1;locus_tag=RTCIAT899_RS12820;product=TonB-dependent hemoglobin/transferrin/lactoferrin family receptor;protein_id=WP_015340665.1;transl_table=11	9.333333333333334	27.166666666666668	8.0	49.0	0.3333333333333333	0
sense	NC_020059.1	Protein Homology	CDS	2605202	2606023	.	+	0	ID=cds-WP_041677612.1;Parent=gene-RTCIAT899_RS12825;Dbxref=GenBank:WP_041677612.1;Name=WP_041677612.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012651981.1;locus_tag=RTCIAT899_RS12825;product=extensin family protein;protein_id=WP_041677612.1;transl_table=11	1.0	18.0	1.0	26.0	3.0	0
sense	NC_020059.1	Protein Homology	CDS	2606073	2606912	.	-	0	ID=cds-WP_015340667.1;Parent=gene-RTCIAT899_RS12830;Dbxref=GenBank:WP_015340667.1;Name=WP_015340667.1;Ontology_term=GO:0030091,GO:0036211,GO:0004719;gbkey=CDS;go_function=protein-L-isoaspartate (D-aspartate) O-methyltransferase activity|0004719||IEA;go_process=protein repair|0030091||IEA,protein modification process|0036211||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340667.1;locus_tag=RTCIAT899_RS12830;product=protein-L-isoaspartate O-methyltransferase family protein;protein_id=WP_015340667.1;transl_table=11	4.909090909090908	9.090909090909092	3.1818181818181808	15.0	5.3636363636363615	0
sense	NC_020059.1	Protein Homology	CDS	2607073	2608755	.	-	0	ID=cds-WP_015340668.1;Parent=gene-RTCIAT899_RS12835;Dbxref=GenBank:WP_015340668.1;Name=WP_015340668.1;Ontology_term=GO:0004329,GO:0005524;gbkey=CDS;go_function=formate-tetrahydrofolate ligase activity|0004329||IEA,ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340668.1;locus_tag=RTCIAT899_RS12835;product=formate--tetrahydrofolate ligase;protein_id=WP_015340668.1;transl_table=11	8.15	10.0	3.1805555555555554	20.0	1.575	0
sense	NC_020059.1	Protein Homology	CDS	2608924	2609439	.	+	0	ID=cds-WP_015340669.1;Parent=gene-RTCIAT899_RS12840;Dbxref=GenBank:WP_015340669.1;Name=WP_015340669.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340669.1;locus_tag=RTCIAT899_RS12840;product=TIGR00645 family protein;protein_id=WP_015340669.1;transl_table=11	6.0	20.0	3.0	23.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	2609454	2610419	.	-	0	ID=cds-WP_015340670.1;Parent=gene-RTCIAT899_RS12845;Dbxref=GenBank:WP_015340670.1;Name=WP_015340670.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340670.1;locus_tag=RTCIAT899_RS12845;product=hypothetical protein;protein_id=WP_015340670.1;transl_table=11	4.5	9.0	2.0	18.333333333333336	6.0	0
sense	NC_020059.1	Protein Homology	CDS	2610985	2611716	.	+	0	ID=cds-WP_015340671.1;Parent=gene-RTCIAT899_RS12850;Dbxref=GenBank:WP_015340671.1;Name=WP_015340671.1;Ontology_term=GO:0006355;gbkey=CDS;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020397639.1;locus_tag=RTCIAT899_RS12850;product=helix-turn-helix transcriptional regulator;protein_id=WP_015340671.1;transl_table=11	12.0	17.0	11.0	21.0	5.0	0
sense	NC_020059.1	Protein Homology	CDS	2611911	2613050	.	-	0	ID=cds-WP_015340672.1;Parent=gene-RTCIAT899_RS12855;Dbxref=GenBank:WP_015340672.1;Name=WP_015340672.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692439.1;locus_tag=RTCIAT899_RS12855;product=DUF2333 family protein;protein_id=WP_015340672.1;transl_table=11	8.0	13.0	6.0	12.0	0	0
sense	NC_020059.1	Protein Homology	CDS	2613248	2614270	.	-	0	ID=cds-WP_015340673.1;Parent=gene-RTCIAT899_RS12860;Dbxref=GenBank:WP_015340673.1;Name=WP_015340673.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340673.1;locus_tag=RTCIAT899_RS12860;product=hypothetical protein;protein_id=WP_015340673.1;transl_table=11	0	11.625	0	19.0	1.0	0
sense	NC_020059.1	Protein Homology	CDS	2614340	2614726	.	-	0	ID=cds-WP_015340674.1;Parent=gene-RTCIAT899_RS12865;Dbxref=GenBank:WP_015340674.1;Name=WP_015340674.1;Ontology_term=GO:0009055,GO:0020037,GO:0046872;gbkey=CDS;go_function=electron transfer activity|0009055||IEA,heme binding|0020037||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340674.1;locus_tag=RTCIAT899_RS12865;product=c-type cytochrome;protein_id=WP_015340674.1;transl_table=11	0	1.6666666666666665	0	4.0	0	0
sense	NC_020059.1	Protein Homology	CDS	2614816	2615397	.	-	0	ID=cds-WP_015340675.1;Parent=gene-RTCIAT899_RS12870;Dbxref=GenBank:WP_015340675.1;Name=WP_015340675.1;Ontology_term=GO:0004797,GO:0005524;gbkey=CDS;go_function=thymidine kinase activity|0004797||IEA,ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015340675.1;locus_tag=RTCIAT899_RS12870;product=thymidine kinase;protein_id=WP_015340675.1;transl_table=11	1.3333333333333337	18.0	0.7222222222222224	4.055555555555555	0.38888888888888895	0.1111111111111111
sense	NC_020059.1	Protein Homology	CDS	2615641	2616588	.	+	0	ID=cds-WP_376766887.1;Parent=gene-RTCIAT899_RS12875;Dbxref=GenBank:WP_376766887.1;Name=WP_376766887.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018485869.1;locus_tag=RTCIAT899_RS12875;product=choline ABC transporter substrate-binding protein;protein_id=WP_376766887.1;transl_table=11	4.701923076923077	18.0625	2.833333333333333	23.196428571428573	2.125	0.25
sense	NC_020059.1	Protein Homology	CDS	2616772	2617617	.	+	0	ID=cds-WP_041677945.1;Parent=gene-RTCIAT899_RS12880;Dbxref=GenBank:WP_041677945.1;Name=WP_041677945.1;Ontology_term=GO:0055085,GO:0016020;gbkey=CDS;gene=choW;go_component=membrane|0016020||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007692430.1;locus_tag=RTCIAT899_RS12880;product=choline ABC transporter permease subunit;protein_id=WP_041677945.1;transl_table=11	2.0	11.5	1.05	8.0	4.0	0
sense	NC_020059.1	Protein Homology	CDS	2617614	2618663	.	+	0	ID=cds-WP_015340678.1;Parent=gene-RTCIAT899_RS12885;Dbxref=GenBank:WP_015340678.1;Name=WP_015340678.1;Ontology_term=GO:0015871,GO:0015220,GO:0055052;gbkey=CDS;gene=choV;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=choline transmembrane transporter activity|0015220||IEA;go_process=choline transport|0015871||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018236563.1;locus_tag=RTCIAT899_RS12885;product=choline ABC transporter ATP-binding protein;protein_id=WP_015340678.1;transl_table=11	0	13.5	1.0	25.5	0	0
sense	NC_020059.1	Protein Homology	CDS	2618700	2619185	.	+	0	ID=cds-RTCIAT899_RS12890;Parent=gene-RTCIAT899_RS12890;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;end_range=2619185,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016733743.1;locus_tag=RTCIAT899_RS12890;partial=true;product=HugZ family protein;pseudo=true;transl_table=11	15.0	15.5	18.0	16.5	4.0	0
